央视频道,#genre#
山西卫视,http://192.168.11.2:4000/udp/239.254.200.83:8172$电信#http://ott.js.chinamobile.com/TVOD/3/224/3221227559/index.m3u8$通用
广东卫视,http://192.168.11.2:4000/udp/239.254.200.56:8048$电信#http://ott.js.chinamobile.com/TVOD/3/224/3221228230/index.m3u8$通用
广西卫视,http://192.168.11.2:4000/udp/239.254.200.80:8300$电信#http://ott.js.chinamobile.com/TVOD/3/224/3221228183/index.m3u8$通用
吉林卫视,http://192.168.11.2:4000/udp/239.254.201.15:6339$电信#http://ott.js.chinamobile.com/TVOD/3/224/3221228028/index.m3u8$通用
陕西卫视,http://192.168.11.2:4000/udp/239.254.200.82:8140$电信#http://ott.js.chinamobile.com/TVOD/3/224/3221227583/index.m3u8$通用
内蒙古卫视,http://192.168.11.2:4000/udp/239.254.200.84:8176$电信#http://ott.js.chinamobile.com/TVOD/3/224/3221227557/index.m3u8$通用
青海卫视,http://192.168.11.2:4000/udp/239.254.200.85:8184$电信#http://ott.js.chinamobile.com/TVOD/3/224/3221227554/index.m3u8$通用
海南卫视,http://192.168.11.2:4000/udp/239.254.201.125:6288$电信#http://ott.js.chinamobile.com/TVOD/3/224/3221228139/index.m3u8$通用
宁夏卫视,http://192.168.11.2:4000/udp/239.254.200.87:8124$电信#http://ott.js.chinamobile.com/TVOD/3/224/3221227563/index.m3u8$通用
西藏卫视,http://192.168.11.2:4000/udp/239.254.200.88:8164$电信#http://ott.js.chinamobile.com/TVOD/3/224/3221227562/index.m3u8$通用
新疆卫视,http://192.168.11.2:4000/udp/239.254.200.89:8160$电信#http://ott.js.chinamobile.com/TVOD/3/224/3221227627/index.m3u8$通用
甘肃卫视,http://192.168.11.2:4000/udp/239.254.200.90:8188$电信#http://ott.js.chinamobile.com/TVOD/3/224/3221227568/index.m3u8$通用

明星影视,#genre#
周润发,http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8
周润发,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639526984
周星驰,http://112.74.200.9:88/tv000000/m3u8.php?/migu/623338112
张国荣,http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8
郭富城,http://117.148.179.152/PLTV/88888888/224/3221231688/index.m3u8
郭富城,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528330
刘德华,http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8
刘德华,http://112.74.200.9:88/tv000000/m3u8.php?/migu/659315648
杨幂,http://117.148.179.183/PLTV/88888888/224/3221231556/index.m3u8
杨幂,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625542372
刘亦菲,http://117.148.179.165/PLTV/88888888/224/3221231787/index.m3u8
刘亦菲,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528386
古天乐,http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8
古天乐,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198610
金庸作品,http://117.148.179.132/PLTV/88888888/224/3221231477/index.m3u8
古龙作品,http://117.148.179.160/PLTV/88888888/224/3221231657/index.m3u8

奇艺频道,#genre#
热播电视剧,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c57_lb_212_600_t10/c57_lb_212_600_t10.m3u8
票房收割机,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c56_lb_184_600_t10/c56_lb_184_600_t10.m3u8
收视冠军,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c56_lb_230_720P_t10/c56_lb_230_720P_t10.m3u8
经典港片,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c51_lb_110_600_t10/c51_lb_110_600_t10.m3u8
惊悚午夜,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c51_lb_115_600_t10/c51_lb_115_600_t10.m3u8
仙侠玄幻,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c55_lb_148_600_t10/c55_lb_148_600_t10.m3u8
权谋剧场,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c55_lb_167_600_t10/c55_lb_167_600_t10.m3u8
军旅剧场,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c55_lb_144_600_t10/c55_lb_144_600_t10.m3u8
抗战剧场,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c54_lb_163_600_t10/c54_lb_163_600_t10.m3u8
红色剧场,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c56_lb_179_600_t10/c56_lb_179_600_t10.m3u8
宫廷正剧,http://112.49.48.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c54_lb_152_600_t10/c54_lb_152_600_t10.m3u8
家庭剧场,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c55_lb_158_600_t10/c55_lb_158_600_t10.m3u8
军事观察,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c57_lb_239_720P_t10/c57_lb_239_720P_t10.m3u8
五星影院,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c56_lb_183_600_t10/c56_lb_183_600_t10.m3u8

开心剧场,#genre#
小品相声1,http://117.148.179.163/PLTV/88888888/224/3221231570/index.m3u8
小品相声2,http://bp-caster.bestv.com.cn/512/1/video.m3u8
小品相声3,http://xeaazejl.usa6.20212021.tk/bilibili4.php?id=21996402
小品相声4,http://xeaazejl.usa6.20212021.tk/bilibili4.php?id=308438
小品相声5,http://xeaazejl.usa6.20212021.tk/bilibili4.php?id=5854051
小品相声6,http://xeaazejl.usa6.20212021.tk/bilibili4.php?id=7035162
相声小品7,http://tx.flv.huya.com/src/1449588790-1449588790-6225936445698211840-2847699106-10057-A-0-1.flv?wsSecret=94d7d35bf3ce0666146e3e8442c16f6c&wsTime=61c0729b&uid=581998485&seqid=1640520614000.0&t=103&uuid=3029853032&ver=1&ctype=tars_mobile&sv=2110211124&ratio=2000

酷狗频道,#genre#
酷狗.小品1,http://tx.liveplay.live.kugou.com/live/fx_hifi_202319553_avc.m3u8
酷狗.小品2,http://tx.liveplay.live.kugou.com/live/fx_hifi_1548332035_avc.m3u8
酷狗.小品3,http://tx.liveplay.live.kugou.com/live/fx_hifi_1789509948_avc.m3u8
酷狗.影视1,http://tx.liveplay.live.kugou.com/live/fx_hifi_251702616_avc.m3u8
酷狗.影视2,http://tx.liveplay.live.kugou.com/live/fx_hifi_1638135185_avc.m3u8
酷狗.影视3,http://tx.liveplay.live.kugou.com/live/fx_hifi_1319986999_avc.m3u8
酷狗.影视4,http://tx.liveplay.live.kugou.com/live/fx_hifi_1772083185_avc.m3u8
酷狗.影视5,http://tx.liveplay.live.kugou.com/live/fx_hifi_1308614369_avc.m3u8
酷狗.影视6,http://tx.liveplay.live.kugou.com/live/fx_hifi_1703410100_avc.m3u8
酷狗.影视7,http://tx.liveplay.live.kugou.com/live/fx_hifi_141276179_avc.m3u8
酷狗.影视8,http://tx.liveplay.live.kugou.com/live/fx_hifi_1460993762_avc.m3u8
酷狗.影视9,http://tx.liveplay.live.kugou.com/live/fx_hifi_290507595_avc.m3u8
酷狗.影视10,http://tx.liveplay.live.kugou.com/live/fx_hifi_1709548737_avc.m3u8
酷狗.影视11,http://tx.liveplay.live.kugou.com/live/fx_hifi_121923509_avc.m3u8

鬥魚频道,#genre#
鬥魚1,http://dyscdnali1.douyucdn.cn/live/122402rK7MO9bXSq.flv?uuid=
鬥魚2,http://dyscdnali1.douyucdn.cn/live/85894rmovieChow.flv?uuid=
鬥魚3,http://dyscdnali1.douyucdn.cn/live/3637765rrt97QwBF.flv?uuid=
鬥魚4,http://dyscdnali1.douyucdn.cn/live/3637726rQLDdfto7.flv?uuid=
鬥魚5,http://dyscdnali1.douyucdn.cn/live/3928r9p0BHMDG.flv?uuid=
鬥魚6,http://dyscdnali1.douyucdn.cn/live/20415rnWbjg6Ex1K.flv?uuid=
鬥魚7,http://dyscdnali1.douyucdn.cn/live/206858rtesHKjl.flv?uuid=
鬥魚8,http://dyscdnali1.douyucdn.cn/live/7459925rLzyH2qb0.flv?uuid=
鬥魚9,http://dyscdnali1.douyucdn.cn/live/3637778raLSXdOdu.flv?uuid=

NewTV,#genre#
NewTV军旅剧场,http://39.134.66.66/PLTV/88888888/224/3221225560/index.m3u8
NewTV动作电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225671/index.m3u8
NewTV古装剧场,http://39.134.66.66/PLTV/88888888/224/3221225524/index.m3u8
NewTV家庭剧场,http://39.134.66.66/PLTV/88888888/224/3221225538/index.m3u8
NewTV惊悚悬疑,http://39.135.138.60:18890/PLTV/88888910/224/3221225717/index.m3u8
NewTV爱情喜剧,http://39.134.66.66/PLTV/88888888/224/3221225533/index.m3u8
NewTV精品大剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225714/index.m3u8
NewTV精品纪录,http://39.135.138.60:18890/PLTV/88888910/224/3221225710/index.m3u8
NewTV潮妈辣婆,http://39.134.66.66/PLTV/88888888/224/3221225542/index.m3u8
NewTV中国功夫,http://39.134.66.66/PLTV/88888888/224/3221225604/index.m3u8
NewTV农业致富,http://39.134.66.66/PLTV/88888888/224/3221225552/index.m3u8
NewTV超级综艺,http://39.135.138.60:18890/PLTV/88888910/224/3221225620/index.m3u8
NewTV超级综艺,http://39.135.138.59:18890/PLTV/88888910/224/3221225768/index.m3u8
NewTV超级电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225623/index.m3u8
NewTV超级电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225766/index.m3u8
NewTV超级电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225623/index.m3u8
NewTV超级电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225766/index.m3u8
NewTV超级电视剧,http://39.135.138.59:18890/PLTV/88888910/224/3221225625/index.m3u8
NewTV超级电视剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225765/index.m3u8
NewTV超级体育,http://39.135.138.60:18890/PLTV/88888910/224/3221225767/index.m3u8
NewTV精品电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225718/index.m3u8
NewTV炫舞未来,http://39.134.66.66/PLTV/88888888/224/3221225646/index.m3u8
NewTV东北热剧,http://39.134.66.66/PLTV/88888888/224/3221225679/index.m3u8
NewTV黑莓动画,http://39.134.66.66/PLTV/88888888/224/3221225529/index.m3u8
Newtv精品记录,http://39.134.65.162/PLTV/88888888/224/3221225545/index.m3u8
Newtv精品体育,http://39.134.65.162/PLTV/88888888/224/3221225526/index.m3u8
Newtv欢乐剧场,http://39.134.65.162/PLTV/88888888/224/3221225682/index.m3u8
Newtv超级电视剧,http://39.134.65.162/PLTV/88888888/224/3221225637/index.m3u8
