央视频道,#genre#
湖南卫视,http://192.168.1.1:5555/rtp/239.253.92.84:8015$联通高清IPTV#http://192.168.1.1:5555/rtp/239.253.92.68:8022$联通标清IPTV
浙江卫视,http://192.168.1.1:5555/rtp/239.253.92.90:8020$联通高清IPTV#http://192.168.1.1:5555/rtp/239.253.92.72:8023$联通标清IPTV
江苏卫视,http://192.168.1.1:5555/rtp/239.253.92.88:8018$联通高清IPTV#http://192.168.1.1:5555/rtp/239.253.92.70:8024$联通标清IPTV
安徽卫视,http://192.168.1.1:5555/rtp/239.253.92.209:6566$联通高清IPTV#http://192.168.1.1:5555/rtp/239.253.92.69:8025$联通标清IPTV
东南卫视,http://192.168.1.1:5555/rtp/239.253.92.201:6146$联通高清IPTV#http://192.168.1.1:5555/rtp/239.253.92.29:8040$联通标清IPTV
北京卫视,http://192.168.1.1:5555/rtp/239.253.92.87:8014$联通高清IPTV#http://192.168.1.1:5555/rtp/239.253.92.61:8026$联通标清IPTV
天津卫视,http://192.168.1.1:5555/rtp/239.253.92.91:8021$联通高清IPTV#http://192.168.1.1:5555/rtp/239.253.92.37:8127$联通标清IPTV
辽宁卫视,http://192.168.1.1:5555/rtp/239.253.92.115:6056$联通高清IPTV#http://192.168.1.1:5555/rtp/239.253.92.30:8028$联通标清IPTV
山东卫视,http://192.168.1.1:5555/rtp/239.253.92.207:8109$联通高清IPTV#http://192.168.1.1:5555/rtp/239.253.92.38:8029$联通标清IPTV
云南卫视,http://192.168.1.1:5555/rtp/239.253.92.28:8030$联通标清IPTV
河南卫视,http://192.168.1.1:5555/rtp/239.253.92.137:6144$联通高清IPTV#http://192.168.1.1:5555/rtp/239.253.92.33:8031$联通标清IPTV
黑龙江卫视,http://192.168.1.1:5555/rtp/239.253.92.85:8016$联通高清IPTV#http://192.168.1.1:5555/rtp/239.253.92.50:8032$联通标清IPTV
四川卫视,http://192.168.1.1:5555/rtp/239.253.92.16:6043$联通高清IPTV#http://192.168.1.1:5555/rtp/239.253.92.73:8033$联通标清IPTV
江西卫视,http://192.168.1.1:5555/rtp/239.253.92.19:6145$联通高清IPTV#http://192.168.1.1:5555/rtp/239.253.92.71:8034$联通标清IPTV
贵州卫视,http://192.168.1.1:5555/rtp/239.253.92.105:6055$联通高清IPTV#http://192.168.1.1:5555/rtp/239.253.92.31:8035$联通标清IPTV
深圳卫视,http://192.168.1.1:5555/rtp/239.253.92.86:8017$联通高清IPTV#http://192.168.1.1:5555/rtp/239.253.92.161:8036$联通标清IPTV
湖北卫视,http://192.168.1.1:5555/rtp/239.253.92.210:6567$联通高清IPTV#http://192.168.1.1:5555/rtp/239.253.92.35:8037$联通标清IPTV
东方卫视,http://192.168.1.1:5555/rtp/239.253.92.89:8019$联通高清IPTV#http://192.168.1.1:5555/rtp/239.253.92.49:8038$联通标清IPTV
重庆卫视,http://192.168.1.1:5555/rtp/239.253.92.10:6053$联通高清IPTV#http://192.168.1.1:5555/rtp/239.253.92.75:8039$联通标清IPTV
广东卫视,http://192.168.1.1:5555/rtp/239.253.92.206:8108$联通高清IPTV#http://192.168.1.1:5555/rtp/239.253.92.34:8042$联通标清IPTV
广西卫视,http://192.168.1.1:5555/rtp/239.253.92.76:8043$联通标清IPTV
吉林卫视,http://192.168.1.1:5555/rtp/239.253.92.202:6147$联通高清IPTV#http://192.168.1.1:5555/rtp/239.253.92.51:8044$联通标清IPTV
陕西卫视,http://192.168.1.1:5555/rtp/239.253.92.36:8045$联通标清IPTV
山西卫视,http://192.168.1.1:5555/rtp/239.253.92.44:8046$联通标清IPTV
内蒙古卫视,http://192.168.1.1:5555/rtp/239.253.92.45:8047$联通标清IPTV
青海卫视,http://192.168.1.1:5555/rtp/239.253.92.47:8048$联通标清IPTV
海南卫视,http://192.168.1.1:5555/rtp/239.253.93.155:6323$联通标清IPTV
宁夏卫视,http://192.168.1.1:5555/rtp/239.253.92.32:8050$联通标清IPTV
西藏卫视,http://192.168.1.1:5555/rtp/239.253.92.42:8051$联通标清IPTV
新疆卫视,http://192.168.1.1:5555/rtp/239.253.92.41:8052$联通标清IPTV
甘肃卫视,http://192.168.1.1:5555/rtp/239.253.92.48:8053$联通标清IPTV
金鹰纪实,http://192.168.1.1:5555/rtp/239.253.92.103:6054$联通标清IPTV
纪实人文,http://192.168.1.1:5555/rtp/239.253.92.99:6013$联通标清IPTV
BTV冬奥纪实,http://192.168.1.1:5555/rtp/239.253.93.190:6358$联通标清IPTV
凤凰卫视电影台,http://192.168.1.1:5555/rtp/239.253.93.81:6247$联通标清IPTV
凤凰卫视中文台,http://192.168.1.1:5555/rtp/239.253.93.82:6248$联通标清IPTV
凤凰卫视资讯台,http://192.168.1.1:5555/rtp/239.253.93.83:6249$联通标清IPTV

明星影视,#genre#
周润发,http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8
周润发,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639526984
周星驰,http://112.74.200.9:88/tv000000/m3u8.php?/migu/623338112
张国荣,http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8
郭富城,http://117.148.179.152/PLTV/88888888/224/3221231688/index.m3u8
郭富城,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528330
刘德华,http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8
刘德华,http://112.74.200.9:88/tv000000/m3u8.php?/migu/659315648
杨幂,http://117.148.179.183/PLTV/88888888/224/3221231556/index.m3u8
杨幂,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625542372
刘亦菲,http://117.148.179.165/PLTV/88888888/224/3221231787/index.m3u8
刘亦菲,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528386
古天乐,http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8
古天乐,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198610
金庸作品,http://117.148.179.132/PLTV/88888888/224/3221231477/index.m3u8
古龙作品,http://117.148.179.160/PLTV/88888888/224/3221231657/index.m3u8

奇艺频道,#genre#
热播电视剧,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c57_lb_212_600_t10/c57_lb_212_600_t10.m3u8
票房收割机,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c56_lb_184_600_t10/c56_lb_184_600_t10.m3u8
收视冠军,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c56_lb_230_720P_t10/c56_lb_230_720P_t10.m3u8
经典港片,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c51_lb_110_600_t10/c51_lb_110_600_t10.m3u8
惊悚午夜,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c51_lb_115_600_t10/c51_lb_115_600_t10.m3u8
仙侠玄幻,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c55_lb_148_600_t10/c55_lb_148_600_t10.m3u8
权谋剧场,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c55_lb_167_600_t10/c55_lb_167_600_t10.m3u8
军旅剧场,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c55_lb_144_600_t10/c55_lb_144_600_t10.m3u8
抗战剧场,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c54_lb_163_600_t10/c54_lb_163_600_t10.m3u8
红色剧场,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c56_lb_179_600_t10/c56_lb_179_600_t10.m3u8
宫廷正剧,http://112.49.48.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c54_lb_152_600_t10/c54_lb_152_600_t10.m3u8
家庭剧场,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c55_lb_158_600_t10/c55_lb_158_600_t10.m3u8
军事观察,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c57_lb_239_720P_t10/c57_lb_239_720P_t10.m3u8
五星影院,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c56_lb_183_600_t10/c56_lb_183_600_t10.m3u8

开心剧场,#genre#
小品相声1,http://117.148.179.163/PLTV/88888888/224/3221231570/index.m3u8
小品相声2,http://bp-caster.bestv.com.cn/512/1/video.m3u8
小品相声3,http://xeaazejl.usa6.20212021.tk/bilibili4.php?id=21996402
小品相声4,http://xeaazejl.usa6.20212021.tk/bilibili4.php?id=308438
小品相声5,http://xeaazejl.usa6.20212021.tk/bilibili4.php?id=5854051
小品相声6,http://xeaazejl.usa6.20212021.tk/bilibili4.php?id=7035162
相声小品7,http://tx.flv.huya.com/src/1449588790-1449588790-6225936445698211840-2847699106-10057-A-0-1.flv?wsSecret=94d7d35bf3ce0666146e3e8442c16f6c&wsTime=61c0729b&uid=581998485&seqid=1640520614000.0&t=103&uuid=3029853032&ver=1&ctype=tars_mobile&sv=2110211124&ratio=2000

酷狗频道,#genre#
酷狗.小品1,http://tx.liveplay.live.kugou.com/live/fx_hifi_202319553_avc.m3u8
酷狗.小品2,http://tx.liveplay.live.kugou.com/live/fx_hifi_1548332035_avc.m3u8
酷狗.小品3,http://tx.liveplay.live.kugou.com/live/fx_hifi_1789509948_avc.m3u8
酷狗.影视1,http://tx.liveplay.live.kugou.com/live/fx_hifi_251702616_avc.m3u8
酷狗.影视2,http://tx.liveplay.live.kugou.com/live/fx_hifi_1638135185_avc.m3u8
酷狗.影视3,http://tx.liveplay.live.kugou.com/live/fx_hifi_1319986999_avc.m3u8
酷狗.影视4,http://tx.liveplay.live.kugou.com/live/fx_hifi_1772083185_avc.m3u8
酷狗.影视5,http://tx.liveplay.live.kugou.com/live/fx_hifi_1308614369_avc.m3u8
酷狗.影视6,http://tx.liveplay.live.kugou.com/live/fx_hifi_1703410100_avc.m3u8
酷狗.影视7,http://tx.liveplay.live.kugou.com/live/fx_hifi_141276179_avc.m3u8
酷狗.影视8,http://tx.liveplay.live.kugou.com/live/fx_hifi_1460993762_avc.m3u8
酷狗.影视9,http://tx.liveplay.live.kugou.com/live/fx_hifi_290507595_avc.m3u8
酷狗.影视10,http://tx.liveplay.live.kugou.com/live/fx_hifi_1709548737_avc.m3u8
酷狗.影视11,http://tx.liveplay.live.kugou.com/live/fx_hifi_121923509_avc.m3u8

鬥魚频道,#genre#
鬥魚1,http://dyscdnali1.douyucdn.cn/live/122402rK7MO9bXSq.flv?uuid=
鬥魚2,http://dyscdnali1.douyucdn.cn/live/85894rmovieChow.flv?uuid=
鬥魚3,http://dyscdnali1.douyucdn.cn/live/3637765rrt97QwBF.flv?uuid=
鬥魚4,http://dyscdnali1.douyucdn.cn/live/3637726rQLDdfto7.flv?uuid=
鬥魚5,http://dyscdnali1.douyucdn.cn/live/3928r9p0BHMDG.flv?uuid=
鬥魚6,http://dyscdnali1.douyucdn.cn/live/20415rnWbjg6Ex1K.flv?uuid=
鬥魚7,http://dyscdnali1.douyucdn.cn/live/206858rtesHKjl.flv?uuid=
鬥魚8,http://dyscdnali1.douyucdn.cn/live/7459925rLzyH2qb0.flv?uuid=
鬥魚9,http://dyscdnali1.douyucdn.cn/live/3637778raLSXdOdu.flv?uuid=

NewTV,#genre#
NewTV军旅剧场,http://39.134.66.66/PLTV/88888888/224/3221225560/index.m3u8
NewTV动作电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225671/index.m3u8
NewTV古装剧场,http://39.134.66.66/PLTV/88888888/224/3221225524/index.m3u8
NewTV家庭剧场,http://39.134.66.66/PLTV/88888888/224/3221225538/index.m3u8
NewTV惊悚悬疑,http://39.135.138.60:18890/PLTV/88888910/224/3221225717/index.m3u8
NewTV爱情喜剧,http://39.134.66.66/PLTV/88888888/224/3221225533/index.m3u8
NewTV精品大剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225714/index.m3u8
NewTV精品纪录,http://39.135.138.60:18890/PLTV/88888910/224/3221225710/index.m3u8
NewTV潮妈辣婆,http://39.134.66.66/PLTV/88888888/224/3221225542/index.m3u8
NewTV中国功夫,http://39.134.66.66/PLTV/88888888/224/3221225604/index.m3u8
NewTV农业致富,http://39.134.66.66/PLTV/88888888/224/3221225552/index.m3u8
NewTV超级综艺,http://39.135.138.60:18890/PLTV/88888910/224/3221225620/index.m3u8
NewTV超级综艺,http://39.135.138.59:18890/PLTV/88888910/224/3221225768/index.m3u8
NewTV超级电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225623/index.m3u8
NewTV超级电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225766/index.m3u8
NewTV超级电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225623/index.m3u8
NewTV超级电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225766/index.m3u8
NewTV超级电视剧,http://39.135.138.59:18890/PLTV/88888910/224/3221225625/index.m3u8
NewTV超级电视剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225765/index.m3u8
NewTV超级体育,http://39.135.138.60:18890/PLTV/88888910/224/3221225767/index.m3u8
NewTV精品电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225718/index.m3u8
NewTV炫舞未来,http://39.134.66.66/PLTV/88888888/224/3221225646/index.m3u8
NewTV东北热剧,http://39.134.66.66/PLTV/88888888/224/3221225679/index.m3u8
NewTV黑莓动画,http://39.134.66.66/PLTV/88888888/224/3221225529/index.m3u8
Newtv精品记录,http://39.134.65.162/PLTV/88888888/224/3221225545/index.m3u8
Newtv精品体育,http://39.134.65.162/PLTV/88888888/224/3221225526/index.m3u8
Newtv欢乐剧场,http://39.134.65.162/PLTV/88888888/224/3221225682/index.m3u8
Newtv超级电视剧,http://39.134.65.162/PLTV/88888888/224/3221225637/index.m3u8
